题目,朝代,作者,内容
一九四零年除夕,近现代末当代初,徐震堮,稍喜风光到客边，桃符柏酒亦成妍。深杯月堕山河影，梦枕春回战伐年。贫倚诗书为息壤，狂随弦管舞钧天。明朝拂拭凌云笔，伫写铙歌纪凯旋。
庚辰旧历除夕,近现代末当代初,徐震堮,风雪天涯路，寒毡此夜情。家书灯下写，客梦酒边成。贫累亲头白，娇怜女颊赪。江城又新岁，行乐忆时平。
春风 辛巳,近现代末当代初,徐震堮,一日一换眼，春风吹麦苗。我家玉雪儿，回首床栏高。
连雨久不得沪上书 其一,近现代末当代初,徐震堮,山楼十日雨，湿菌生牛屋。墙柳摇新黄，园莽森寒束。朝筇踏径泥，夜枕喧檐瀑。单觞寂不御，旧帙翻已熟。所思其如何，窗枝媚幽独。苦迟尺一书，夕梦淞波绿。
连雨久不得沪上书 其二,近现代末当代初,徐震堮,前度别君时，念当千里行。高斋坐秋雨，离思忽已盈。千钧压愁担，决去转觉轻。子笑挽我坐，小留待晚晴。今来千里外，春雨暗山城。挑灯梦蛾绿，复此夜窗听。今雨非夕雨，今情逾昔情。得书尚不易，见面何由能。
闲步至苦槠湾村舍人家小坐,近现代末当代初,徐震堮,久雨苦昏垫，晴鸠唤杖藜。茆茨八九家，适与幽襟期。野香岭路半，斜照松门西。四山围匼匝，一径通逶迤。篱边桃蕊红，树里山禽啼。樵响落晴翠，麦风度远陂。淹留茶梦惬，惝恍花源迷。耕凿长子孙，勿言生事微。
登佛山石壁寺用敖臞翁《洗竹简诸公》韵,近现代末当代初,徐震堮,阴崖凿翠开户牗，攀林踏磴时一来。鸾骖鹤驾意不远，市声到此风吹回。山川聚米吾能画，奔凑朝东如阵马。砂瓶自煮岩窦泉，便不吟诗已潇洒。道人手种苍龙成，晴檐忽堕风雨声。溪南月出晚天净，白云一片来无名。
书事 （三首） 其一,近现代末当代初,徐震堮,越国山川乏霸才，江潮呜咽使心哀。朝廷久作珠崖弃，父老犹望玉辇回。转舳奔轺肥驵侩，锦衣花帽照舆儓。析骸易子寻常事，桑孔如今在上台。
书事 （三首） 其二,近现代末当代初,徐震堮,仗钺谁曾料敌情，符离心学竟何成。三年不作包桑计，一夕如闻扫萚声。蹋鞠穿营原倜傥，借筹前席亦纵横。从渠舌在犹能掉，四郡残黎半死生。
书事 （三首） 其三,近现代末当代初,徐震堮,杼轴争歌大小东，过江烽火逼天红。腐儒欲献龙川策，诸将休誇马邑功。恃敌不来宁可久，今吾能往亦终穷。百年兴复关人事，海峤安危仗数公。
答柳子青 其一,近现代末当代初,徐震堮,雁后花前只费才，江关摇落赋心哀。铜仙泪滴秋盘冷，玉垒春随梦枕回。岂有文章能报国，仍从屈宋作陪儓。灯窗虫语相料理，惭愧风流继《玉台》。
答柳子青 其二,近现代末当代初,徐震堮,陇首云飞万古情，朱弦戛响韵天成。箧中烟月卑吴体，笛里关河变楚声。横舍开尊春邂逅，高斋说剑意纵横。山城岁晚谁堪语？叹绝襟期鲁两生。
答柳子青 其三,近现代末当代初,徐震堮,闲花寂历委篱东，乌桕门前叶渐红。诗客有时寻郑老，醉乡何地著无功。偶吟白石当招隐，日对青山只固穷。一卧沧江移岁月，聊能饱饭和陶公。
翌日月下徐步又得诗,近现代末当代初,徐震堮,天与我清景，空山助晚凉。溪流前夜雨，月堕一林霜。惊鹊翻寒影，伧尨吠隙光。谁家宿舂急，岁暮意茫茫。
秋日山居即事（录一）,近现代末当代初,徐震堮,高下山村路，秋光集短筇。寺门红叶画，溪碓白云舂。坐石敲新句，镌苔识旧松。晚来几案上，随意两三峰。
山楼杂兴,近现代末当代初,徐震堮,松馆凉韵流，披衣觉天曙。开窗呼白云，不见青山处。天公故好奇，办此惊人句。梦中风雨声，夜半负之去。寒泉漱坏渠，馀霏湿村路。霜叶不复妍，秋光亦成故。常患有此身，未能无所住。天末摇落心，日对萧萧树。
山村,近现代末当代初,徐震堮,竹里见山村，流泉漱石根。波暄浮鸭子，篱破织龙孙。坏树云为衲，寒巢叶当门。年丰人更瘦，卧犬咒空盆。
筇边,近现代末当代初,徐震堮,筇边村舍静，檐叶堕纷纷。暖日三间屋，高松一半云。墙根堆桕实，盘粒散鸡群。倘许留残步，相从话夕曛。
得女颖书,近现代末当代初,徐震堮,阿颖今年小，书来解忆吾。随兄勤占毕，教弟辨之无。扑蝶双趺赤，涂鸦满觜乌。干戈贫更甚，烂熳惜群雏。
读《亭林集》（录一）,近现代末当代初,徐震堮,万里山川老担簦，梦中腥血染觚棱。东风自绿秦淮水，寒食何人拜孝陵。
独立,近现代末当代初,徐震堮,衰草城南路，西风满袖凉。苍茫成独立，徙倚又斜阳。九畹徙滋蕙，三年亦树桑。欲从田父语，荷蒉过吾旁。
枯树,近现代末当代初,徐震堮,百尺苍龙蜕，昂然立半崖。根空全穴蚁，叶尽不藏鸦。到死身犹直，迎寒雪作花。羞教北朝客，词赋斗才华。
乡心,近现代末当代初,徐震堮,骨肉常千里，干戈积五年。缄书封涕泪，写梦寄山川。海气东南恶，乡心日夜悬。逢人问消息，相对一茫然。
松涛,近现代末当代初,徐震堮,月色满窗纸，波涛空际来。全惊乡梦破，顿唤客愁回。急响梢林雨，狂驱转壑雷。几人高枕卧，能免陆沉哀。
瓶梅,近现代末当代初,徐震堮,小阁轻冰外，梅花照眼新。未消残夜酒，独对远山春。翠袖迎寒浅，瑶姿入梦真。还将何逊笔，一赋洛川神。
答臞翁见赠,近现代末当代初,徐震堮,小阁双松倚夕曛，萧然鸾鹤与为群。袖中黄岳知无恙，诗思闲于岭上云。
雪窗读《檀弓》效柳仪曹,近现代末当代初,徐震堮,羁怀不足言，偶坐成幽绝。灯下理《檀弓》，悠然尽数叶。溪流沙岸冰，风堕松枝雪。意足皆可欣，何事庄与列。
初春季思招饮，和养臞先生,近现代末当代初,徐震堮,能与桃花作主人，西街老屋未全贫。一晴到眼春无价，数客哦诗句有神。稍觉三杯初下鬲，浑忘六籍几经秦。东风酒面鱼鳞起，平世安知此乐真。
移榻竹楼，瞬将三月，素心晨夕，兴复不浅,近现代末当代初,徐震堮,葺竹为楼得苟完，超然燕处胜荣观。敢期桤木三年大，稍喜松风六月寒。隐几哦诗同魏衍，杖藜冲雨过苏端。墙根老荠青堪笔，一任邻家蝶作团。
春分后一日与诸公登万松岭，经周漈村至佛山石壁寺共饭 其一,近现代末当代初,徐震堮,一条筇竹杖，扶我上层颠。磴道无几里，高松皆百年。崖开深见屋，春半已闻蝉。斗绝中峰影，寺门峰影边。
春分后一日与诸公登万松岭，经周漈村至佛山石壁寺共饭 其二,近现代末当代初,徐震堮,石壁何年凿，岩花閟古春。客来飞鸟外，寺与白云邻。煮茗寒潭水，衔杯佛座尘。萧萧数竿竹，相对坐忘身。
四月一日游南山中，至竹坑，就村舍人家借爨，醉饱而归，诗以纪之,近现代末当代初,徐震堮,乱石如棱不容足，松风一径趋深谷。竹坑唯见竹萧萧，十亩青光映茅屋。亭午到村腹殷雷，排门叫笑求醽醁。须臾乞火张行厨，率尔醵钱为饮局。村醪泻椀堆珠红，新笋行盘截肪玉。兴酣策杖凌翠微，白日欲堕松门西。少年意气忽如在，杖头片片晴云飞。王翁酒后醉双颊，笑扑群儿如扑蝶。倒冠落佩林间卧，明日喧传山贼过。
漫兴,近现代末当代初,徐震堮,孤枕千岩里，愁边换岁华。春风过茅屋，老树著藤花。地僻兼无梦，书来始忆家。东皋笞笠晚，樽酒话天涯。
月夜山岗独步,近现代末当代初,徐震堮,小楼初夜月，高树半山阴。蛙噪陂田静，灯昏板屋深。废书缘偶念，策杖遂孤寻。踯躅岗头路，天涯寤寐心。
与敬老、臞翁、季思共赋风雨龙吟楼诗，以“未知明年又在何处”分韵，得“未”字“又”字 其一,近现代末当代初,徐震堮,身世老行縢，干戈戢犹未。岂期馆舍华，取足风雨蔽。窈窕西南峰，墙头露半髻。趺坐看夕阳，托想青霞际。山光落砚池，虫想出幽砌。阑干万里心，剩此孤吟地。草堂昔有诗，竹楼亦有记。适来岂无情，事往忽如寄。大书飞鸟堂，暂得宾主意。微雨溪上来，满楼松柏气。
与敬老、臞翁、季思共赋风雨龙吟楼诗，以“未知明年又在何处”分韵，得“未”字“又”字 其二,近现代末当代初,徐震堮,山中十日晴，水落溪身瘦。篱蔓坼红芳，风畦绿翻皱。岭色连远空，松阴转晴昼。翻思春夜时，雨脚床头漏。
与敬老、臞翁、季思共赋风雨龙吟楼诗，以“未知明年又在何处”分韵，得“未”字“又”字 其三,近现代末当代初,徐震堮,空际走波涛，梦里蛟龙斗。非无去国悲，幸免居夷陋。往者二三子，清景不可又。危楼百尺高，皂帽三年旧。狂言颇骇俗，心事终悠谬。欲刺东海船，去种南山豆。
送臞翁入景宁山中，取简斋“微波喜摇人，久立待其定”二句分韵，得“波”字 其一 “其”字,近现代末当代初,徐震堮,离堂暗风雨，客路纷干戈。翁今负戴去，发兴青林阿。薰风入高柳，菡萏已凌波。惜不数日留，共倾池上荷。文成读书处，飞瀑漱烟萝。回首竹间楼，秀句无人哦。白石聊可煮，紫芝谁当歌。陶公云忘世，慷慨咏荆轲。
送臞翁入景宁山中，取简斋“微波喜摇人，久立待其定”二句分韵，得“波”字 其二 “其”字,近现代末当代初,徐震堮,乾坤日凋瘵，多士留夸毗。平生悃款意，未敢隘伯夷。通介两龃龉，进退一然疑。朗朗百间屋，汪汪千顷陂。鸡鸣觏君子，谈笑何温其。白日不觉晚，青山相与期。梅风薰小阁，萝月照行衣。送君自崖返，悲来吟《式微》。
过季思斋，闻县前池荷盛开，闲步往观，用简斋《葆真池》韵,近现代末当代初,徐震堮,熏风过陋巷，不解原宪病。床堆覆瓿书，壁挂谈玄柄。荷香浮县门，忽动窥园兴。亭午涨街尘，负此一栏静。万嫭倚娇云，醉鬟扶不正。三年越女留，一笑明珠赠。尚想翠衣人，临流对妆镜。小轩日未斜，高柳蝉初定。微波不可通，坐失华年盛。筇杖落岩州，太息山河剩。桃叶唯古愁，竹枝发新咏。荒斋坐晚凉，归梦逐烟艇。
寇氛日亟，分校有迁闽之议，将去坊下，感时抚事，慨然于怀，取后山“吾生能几日，此地费三年”为韵（录四） 其一,近现代末当代初,徐震堮,楼上一山云，楼下半畦水。稻叶浮清光，陂田风日美。言亦不必听，耳亦不必洗。便觉箕颍间，去人亦无几。
寇氛日亟，分校有迁闽之议，将去坊下，感时抚事，慨然于怀，取后山“吾生能几日，此地费三年”为韵（录四） 其二,近现代末当代初,徐震堮,烽火照三州，悲歌忽变徵。报秦剑术疏，出塞鼓声死。万里倚长城，百金皆选士。哀哉一昔间，鱼烂竟至此。
寇氛日亟，分校有迁闽之议，将去坊下，感时抚事，慨然于怀，取后山“吾生能几日，此地费三年”为韵（录四） 其三,近现代末当代初,徐震堮,骨肉信浮沉，关河梦迢递。羁迟负米心，逼侧画兰地。望远自生愁，哀时徒陨涕。初闻马邑谋，遽作珠崖弃。
寇氛日亟，分校有迁闽之议，将去坊下，感时抚事，慨然于怀，取后山“吾生能几日，此地费三年”为韵（录四） 其四,近现代末当代初,徐震堮,窗前两松树，上有天蔚蓝。寻诗阑角风，我与松为三。昔年别乡井，复别妻与男。今当别汝去，惯别愁亦谙。
夏日山楼即兴,近现代末当代初,徐震堮,燕子斜阳国，萧闲剩此楼。敲诗同铸剑，得酒拟封侯。地偪山围梦，灯衰月变秋。瘐郎愁极目，风景小园收。
眉仲见赤，遂宿风雨龙吟楼，谈诗至夜分,近现代末当代初,徐震堮,青山我久要，朝暮同一楼。明月如佳客，颇分清夜愁。君来宿云际，偶为山光留。晏坐待月上，一灯凉胜秋。云归石气静，松暝溪喧收。村尨息蜀吠，队蛤扬楚咻。心静超喧寂，清谈废献酬。沉冥遂独往，窈眇怀前修。公才小江海，高浪驾轻舟。我似幽涧泉，劣容荇藻浮。平生慕梅柳，未暇事韩欧。君当恕斥鴳，不解鲲鹏游。
射鸭谣读报载浦城农民熊登明冤单，诗以纪之，二人三命，冤单中语,近现代末当代初,徐震堮,老翁生子能当门，妇腹彭亨行抱孙。饭牛屋角秋阳暖，浴鸭门前塘水浑。锦毛黄角尾短短，鸭鸭自呼朝伏卵。戎装靺鞈施施来，公然取鸭无人管。乡愚不识兵吏尊，夫前妇后相追奔。前行一怒枪出匣，回身射人如射鸭。鸭声已远人惊呼，卧地者谁妇与夫。呜呼，两人三命复何有，恨渠不死倭奴手。公曹善射真英雄，何不并杀无儿翁！
荒街行作于松溪,近现代末当代初,徐震堮,空山老蟾衔半城，荒街石板停履声。颓坊废额夹道立，黄昏如入墟墓行。丹青剥落横楣字，但有方书留姓氏。枝间病鹤遗故巢，屋角嫠蛛织秋思。借问貂蝉几叶孙？苇帘破灶傍祠门。斜辉未敛灯如豆，此是千年古屋魂。
重返风雨龙吟楼，晤敬老、臞翁，时眉仲适至，因留小饮,近现代末当代初,徐震堮,双松不改色，云去鹤飞回。聊对旧时月，共倾今夜杯。天低压梦破，溪渴咒泉来。蜗角山河剩，当欢且莫哀。
种菜曲,近现代末当代初,徐震堮,锦里先生饥欲死，霜园自斸手脚紫。赋诗夸说未全贫，芋栗犹能活妻子。平生不读计然书，沼吴霸越终无如。登坛讲画道今古，奇胸涌气惊狂愚。临邛市上雕龙手，一朵芙蕖压春酒。箧中尘锁《封禅书》，夜夜挑灯权子母。
喜敬老见过,近现代末当代初,徐震堮,楼外青山不费招，一阑风叶影萧萧。南邻王老时相忆，藜杖琤然过板桥。
忆小儿,近现代末当代初,徐震堮,小儿未五龄，识字颇了了。随地兵戈间，焉得常提抱。妈妈家里劳，姊姊学堂早。听尔绕床嬉，喧呼索梨枣。别来逾一年，蔬食愁不饱。念我玉雪儿，心心视春草。春草碧如丝，村园胡蝶迟。何时置膝上，教尔读爷诗。
