"题目","朝代","作者","内容"
"洛阳怀古","金","庞铸","草树萧条故苑荒，山川惨淡客魂伤。玉光照夜新开冢，剑气沈沙古战场。金谷更谁誇富丽，铜驼无处问兴亡。一尊且对春风饮，万事从来谷与臧。"
"田器之燕子图　器之自叙云明昌丙辰予从军塞外合虏里山野舍荒凉难以状言春末有双燕亦巢此屋土人不之识屡欲捕之予曲为全护此燕昼出夜归予必开户待之忽一日飞止坐隅都无惊畏巧语移时不去予始悟明日秋社此鸟当归殆留别语也因作一诗赠之云几年塞外历崎危谁谓乌衣亦此飞朝向芦陂知有为莫投茅舍重相依君怜我处频迎语我忆君时不掩扉明日西风悲鼓角君应先去我何归此诗以细字写之为蜡丸系之燕足上明年四月予受代归又八年泰和甲子任潞州观察判","金","庞铸","田君才略燕云客，少年累有安边策。悔从笔砚取功名，直要横驰沙漠北。塞垣春雪白皑皑，东风未放玄阴开。乌衣之国定何许，一双燕子能飞来。三年驿舍安西道，眼底莺花无梦到。忽见低飞入短檐，此身似向邯郸觉。君居海东我中原，相逢乃在穹庐前。天涯流落俱为客，感时念远空潸然。长安何限高高阁，昼夜风閒开翠幕。底事猜嫌不往依，甘从此地风沙恶。土人嗜肉无仁心，一生弋猎誇从禽。有巢幸稳勿浪出，汝身未必轻千金。朝来暮去益狎昵，物我相忘情意一。但怪重裘积渐添，元是西风催社日。须知音巧惟鷾鸸，忽来坐隅如告辞。我方留寓未归得，为君忍赋伤心诗。诗成自述聊为戏，系足封之亦无意。燕已归飞我未归，刁斗声中忽惊岁。旄头夜落妖氛收，嫖姚献凯归神州。玉关早喜班超入，北海不闻苏武留。君才经世宁终枉，幕府须贤来上党。别后归期两及瓜，人间秋燕日来往。沈沈官舍红芳稀，葛衣燕居澹忘机。忽闻巧语入檐户，大似相识来相依。一飞檐外窥庭树，一上屏山惊不去。解足分明得帛书，真是当年留别句。天生万物禽最微，固耶偶耶吾不知。古道益远交情醨，朝恩莫怨云迁移。当时握手悲别离，一旦富贵弃如遗。闻予燕歌应自疑，慎无示之嗔我讥。"
"晚秋登城楼二首 其一","金","庞铸","山势碧环合，溪光缟带明。牛羊成晚景，砧杵助秋声。酒薄人情废，官閒吏事生。天东归兴满，不为忆莼羹。"
"晚秋登城楼二首 其二","金","庞铸","落日危楼上，诗成只自哦。清商行老矣，红叶奈秋何。堕甑前非悟，跳丸去日多。功名犹诳我，未许著渔蓑。"
"冬夜直宿省中","金","庞铸","吏散庭空宿鸟过，冻唫聊复战诗魔。陶泓面冷真堪唾，毛颖头尖漫费呵。畏事政宜宾客少，不才偏觉簿书多。西窗灯闇尊无酒，奈此迢迢夜漏何。"
"山行绝句","金","庞铸","四面云山玉作围，一川霜树锦为衣。翩翩数骑南冈下，傅粉王孙射鹿归。"
"漉酒图","金","庞铸","我爱陶渊明，爱酒不爱官。弹琴但寓意，把酒聊开颜。自得酒中趣，岂问头上冠。谁作漉酒图，清风起毫端。露电出形似，神情想高閒。大似挥弦时，目送飞鸿难。袖中有东篱，开卷见南山。嗟予困尘土，青鬓时一斑。折腰尚未免，敢谓善闭关。望望孤云翔，羡羡飞鸟还。归田未有日，掩卷空长叹。"
"夏日","金","庞铸","富国才疏合自羞，清时无补但优游。只知钱向纸中裹，不信能教地上流。"
"花下","金","庞铸","香满西园晓雨微，万红千翠自高低。若为常作庄周梦，飞向幽芳闹处栖。"
"梨花","金","庞铸","孤洁本无匹，谁令先众芳。花能红处白，月共冷时香。缟袂清无染，冰姿淡不妆。夜来清露底，万颗玉毫光。"
"未开牡丹","金","庞铸","国香半吐醉颜酡，炫耀春工已自多。爱惜不教催羯鼓，更浇卯酒看如何。"
"却暑","金","庞铸","九夏楼居不厌高，更须直至冷云巢。风来蘋末聊自快，暑满人间无处逃。蔗蜜浆寒冰皎皎，画帘钩冷月梢梢。閒思殿阁生凉句，谁为诚悬作解嘲。"
"怀友","金","庞铸","镜里衰颜失旧红，当年豪逸梦魂中。山城对月中秋夜，陇雁寄书西北风。遣兴与谁同酒盏，相思无处附诗筒。凭高想到消䰟处，落日无言水自东。"
"喜夏","金","庞铸","小暑不足畏，深居如退藏。青奴初荐枕，黄妳亦升堂。鸟语竹阴密，雨声荷叶香。晚窗无一事，步屧到西厢。"
"墨竹三首 其一","金","庞铸","一溪流水玉涓涓，溪上修篁接莫烟。谁倩能诗文与可，笔端移得小江天。"
"墨竹三首 其二","金","庞铸","瀰川急雨暗秋空，无限琅玕澹墨中。剑甲摐摐军十万，欲将貔虎战斜风。"
"墨竹三首 其三","金","庞铸","千梢万叶玉玲珑，枯槁丛边绿转浓。待得春雷惊蛰起，此中应有葛陂龙。"
"山谷透绢帖","金","庞铸","君不见李广射虎如射兔，霹雳一声石饮羽。又不见巨灵擘山如擘云，莲华万仞留掌痕。精神入物物乃尔，笔端有神亦如此。熙丰以来推善书，日下无双黄太史。胸中八法蟠虹霓，峨眉仙人容并驰。平生败笔冢累累，妙处不减磨崖碑。吕侯好古兼好异，与字分身作游戏。清潭错落印星璧，大泽纵横散龙蜕。又如汉宫粉黛争婵娟，倚风顾影影更妍。岂无硬黄官纸与临仿，画师写照非天然。吕侯之子今诗仙，传家以此为青毡。须防神物有时合，却逐六丁飞上天。"
"青柯平二道人","金","许古","深谷缘危磴，长林绕碧山。山中四时好，方外两翁閒。身世青云上，尘埃大梦间。高情应笑我，才到却空还。"
"被召过少室","金","许古","老病无堪合退休，伊川久巳得菟裘。如今又上长安道，好被青山笑白头。"
"扇图","金","许古","云压溪塘小雪春，融融和气浥轻尘。山禽共作梅花梦，物性由来懒是真。"
"访箕和尚岘山","金","许古","山中风定夜沈沈，月满禅林静客心。苍桧四排严法界，孤松中立殷潮音。鼓钟有节人如玉，台殿无尘地布金。二月来游春尚浅，红梅无数照山阴。"
"送任李二生赴举","金","王良臣","尘涩鳌钩公子恨，风吹马耳谪仙愁。皇天老眼成人晚，今日男儿得志秋。官样文章堆笔底，世情风色候江头。主司不是冬烘物，五色迷人莫浪忧。"
"汴堤怀古","金","王良臣","迷仙楼观郁连空，一日都归鬼唾中。奢则兆亡天听迩，去而不返水声东。锁烟弱柳愁蛾绿，阁雨幽花泪脸红。总为锦帆归不得，至今啼鸟怨东风。"
"旬休饮","金","王良臣","袅袅东风雪外还，又催春色动溪山。百年莫作千年调，十日须谋一日閒。千丈归心诗卷里，一襟豪气酒杯间。醉鞭约住黄昏月，马首低悬玉半环。"
"息轩","金","王良臣","乾没皇皇西复东，不知假息祸机中。黄金一旦随胠箧，腐骨千年付攓蓬。世味甜于刀上蜜，人心苦似蓼中虫。一庵松雪双明底，笑杀西山槁项翁。"
"九月七日饮","金","王良臣","紫霞零落带孤禽，平楚苍苍秋意深。月过初三半梳玉，菊迎重九满篱金。天怜病骨商量暖，云促归程计会阴。风雁飞来更潇洒，一枝芦雪印波心。"
"牧牛图","金","王良臣","三摩不受一尘侵，本分功夫日念深。杖屦得回游子脚，葛藤灰尽老㜑心。颠狂不作风头絮，出入谁伤井底金。回首人牛在何许，一江明月夜沈沈。"
"狸奴画轴","金","王良臣","三生白老与乌员，又现吴生小笔前。乞与黄家禳鼠祸，莫教虚费买鱼钱。"
"杂诗三首 其一","金","王良臣","道人知我爱禅房，净埽阶前紫石床。软饱三杯风味好，脱巾和月卧昏黄。"
"杂诗三首 其二","金","王良臣","老子平生酷爱閒，天教行处得禅关。粥鱼敲落檐头月，犹在梅花醉梦间。"
"杂诗三首 其三","金","王良臣","残阳收拾弟兄行，拣得机心不到卿。安置小奴今夜梦，芦花风细月如霜。"
"天津桥同李之纯待月一首","金","高廷玉","骖鸾追散仙，乘槎抵银潢。跳上玉龙背，抱得银蟾光。素娥愁不归，再拜捧瑶觞。问以天上事，玉色俨以庄。尔能为我歌白雪，我亦为尔捣玄霜。不然借我广寒殿，与我长作无何乡。傍有谪仙人，拍手笑我狂。天风忽吹散，人月两茫茫。"
"柳絮","金","高廷玉","断送春归去，纷飞不暂停。和风三径雪，微雨一池萍。蝶惹依芳草，蜂沾过小庭。静宜投隙地，狂欲搅青冥。得得穿朱户，时时扑翠屏。黄莺枝上语，似与诉飘零。"
"道出平州寒食忆家","金","高廷玉","柳色方浓别玉京，程程又值石龟城。山重水复人千里，月苦风酸雁一声。上国春风桃叶渡，东阳寒食杏花饧。楚魂蜀魄偏相妒，两地悠悠寄此情。"
"飞山怨","金","高廷玉","汉家自有飞将军，军中骇叹箭有神。一朝乃与狱吏对，惜无千金书牍背。手把属镂口衔须，号天者三我何辜。伊吾壮志长已矣，不得提携玉龙死。可怜休唱白浮鸠，至今秦人悲杜邮。"
"赠中山杨正卿","金","李遹","士道彫丧愁天公，阴霾惨惨尘濛濛。三冬不雪春未雨，野桃无恙城西红。春光为谁作骀荡，造物若我哀龙钟。数行墨浪合眼死，一包閒气终身穷。中山公子文章雄，雅随童稚为雕虫。祢衡不遇孔文举，坡老懒事陈元龙。唯之与阿将无同，乾坤万里双飞蓬，飘飘南北东西风。"
"江村","金","李遹","陆地无根客，江村有发僧。两盂残喘粥，一寸苦吟灯。"
"集句题广宁胜览亭","金","李遹","檐前无数好峰峦，醉眼诗肠冰雪寒。不识闾山真面目，请君来此凭阑干。"
"狮子峰","金","李遹","解脱眼光三界静，端公伎俩一时休。云开正使金毛现，子细看来是石头。"
"送穷","金","李遹","昔年曾作送穷诗，结柳赍粮拟退之。送去还来还复语，君家犹有读书儿。"
"使高丽","金","李遹","去国五千里，马头犹向东。宦情蕉叶鹿，世味蓼心虫。倦枕三更梦，征衫八月风。山川秋满眼，归思寄孤鸿。"
"送雷御史希颜罢官南归","金","陈规","五事前陈志拂劘，屹如砥柱阅颓波。一麾共惜延年去，三黜何伤柳季和。连蹇仕途如我老，激昂衰俗在君多。扁舟南去知难恋，万顷烟波一钓蓑。"
"过骊山","金","陈规","丰镐无由问故基，三章只见黍离诗。而今多少华清石，都与行人刻艳辞。"
"郾城道中","金","冯延登","北风惨澹扬沙尘，郾西三日无行人。十村九村鸡犬静，高田下田狐兔驯。昨朝屏息过溪口，知有白额藏深榛。赤子弄兵更可恻，路旁僵尸衣血新。野叟伛偻行拾薪，欲语辟易如惊麇。瘦梅疏竹未慰眼，只有清泪沾衣巾。"
"元日隆安道中","金","冯延登","山冈重复三竿日，溪路萦回一席天。老境飘零情更恶，又从马上得新年。"
"宿三冢寺","金","冯延登","老柏苍苍缠老藤，招提牢落有残僧。瞑禽自入藏经阁，饥鼠时窥照佛灯。未得安心如北秀，却思觅法趁南能。濛濛雨暗门前路，更得云房一曲肱。"
"代郡杨黻之与余同辰月日时亦然渠有诗因为次韵","金","冯延登","阴阳亹亹定何如，自信祥金先有模。曾见唐生谈跃马，岂知阮籍哭穷途。倦游笑我衰髯白，弄笔怜君醉袖乌。便欲移书与欧九，略分馀论为嘘枯。"
"寄笏青柯平","金","冯延登","飞雪惊沙捲屋茅，清寒泼水透绨袍。松风度壑江声远，萝月当轩扇影高。敢对名山谈世事，不妨空腹贮离骚。且将手版牢藏起，政恐山人识马曹。"
"射虎得山字","金","冯延登","田翁太息论三害，猎骑俄惊见一斑。涎口风生雷吼怒，角弓寒劲月痕弯。柳营共许千人敌，鱼服仍馀一矢还。我欲残年赏神骏，短衣匹马梦南山。"
"雪","金","冯延登","屋破寒无那，庭空雪已深。山川非旧观，松柏见贞心。冻雀争遗粒，栖鸦点莫林。携琴访溪友，清兴忆山阴。"
"华清故宫","金","冯延登","宠贵羊羔退曲江，华清雾阁对云窗。层峦未了霓裳舞，迁客俄惊羯鼓腔。檐际疏星疑晓镜，天边晴树认高幢。游人尚喜风流在，白石涵波皂荚双。"
"西园得西字","金","冯延登","芳径层峦百鸟啼，芝廛兰畹自成蹊。仙舟倒影涵鱼藻，画栋销香落燕泥。淑景晴薰红树暖，蕙风轻汎碧丛低。冈头醉梦俄惊觉，歌吹谁家在竹西。"
"八月十四日宿官塔下院二首 其一","金","冯延登","野僧引客看脩竹，拄杖入林惊暝禽。一道细泉鸣藓磴，恍如閒听颖师琴。"
"八月十四日宿官塔下院二首 其二","金","冯延登","乔松脩竹翠交阴，凉月玲珑地布金。老懒无诗酬节物，夜凉閒听候虫吟。"
"探春得波字","金","冯延登","好雨新晴景气和，东陂冰尽水增波。茅茨影里燕双语，桃李梢头春几何。霁霭未收芳陌润，斜阳偏傍小楼多。雕鞍画毂方争道，更得留连藉绿莎。"
"春雨二首 其一","金","冯延登","山市人归暮雨飞，倚筇久立看檐霏。乍来势若悬麻密，暂止声如鼓瑟希。砌下蚁归低赤帻，帘间燕入湿乌衣。今宵客梦知安稳，厌浥新凉到枕帏。"
"春雨二首 其二","金","冯延登","小雨濛濛润土膏，谷风习习不惊条。晨烟半湿低平野，春水初生没断桥。已见鹅黄匀柳麦，更看檀紫上榆椒。从今乐事知相继，栉比云平看陇苗。"
"藤花得春字","金","冯延登","白白红红委暗尘，苍藤次第着花新。龙蛇奋起三冬蛰，缨络分垂百尺身。见说紫云偏得意，不知翠幄巧藏春。斋厨晚甑清香满，未信侯门有八珍。"
"兰子野晚节轩","金","冯延登","华颠益信寸心丹，直道宁论末路难。不叹士元淹骥足，但忧仲叔累猪肝。篱根佳菊分秋色，檐外长松耐岁寒。几有琴书尊有酒，却愁儿辈觉清欢。"
"洮石砚","金","冯延登","鹦鹉洲前抱石归，琢来犹自带清辉。芸窗尽日无人到，坐看玄云吐翠微。"
"雅集图","金","刘祖谦","翠雀翩翩野鹤孤，玉京人物会仙图。后来且莫轻题品，席上挥毫有大苏。"
"崆峒山图为横溪翁赋二首 其一","金","刘祖谦","好奇仍有客相㩦，绝顶披云快一跻。三十六峰青似染，五年拄笏羡横溪。"
"崆峒山图为横溪翁赋二首 其二","金","刘祖谦","独占名山每羡渠，京尘今日污吟须。西州十载经行处，惆怅云烟是画图。"
"元夕无灯","金","高宪","九陌无灯夜悄然，小红时见点春烟。多情惟有梅梢月，拍酒楼头照管弦。"
"寄李天英","金","高宪","稻秸苍苍陂巳枯，西风剪剪弄楸梧。蒹葭水落鱼梁迥，蟋蟀声高山驿孤。社瓮新成元亮酒，并刀细落季鹰鲈。作诗远寄霜前雁，人在海东天一隅。"
